Location,Date,Species,IOC_14.1,English,BTO,ABR,nuclear species,,Family,Long,Lat,Alt,number,M,F,MC,AC,Area,Season,Group,顺序,有无录音,Record,Note,M序号,M录前,M参加,M call,有鹛,有山雀,Mtype,initiator,F序号,F参加,F call,Type
Dinghushan,2025/5/17 08:58,红头穗鹛,Cyanoderma ruficeps,Rufous-capped Babbler,Babbler,RUBA,,,Timaliidae,112.536311,23.179845,262.0,1,,,,,宝鼎园,Summer,,,,,,,,,,,,,,,,,
Dinghushan,2025/5/17 09:08,白冠燕尾,Enicurus leschenaulti,White-crowned Forktail,Others,WCFT,#N/A,,Muscicapidae,112.532881,23.181503,268.0,2,,,,,宝鼎园,Summer,,,,,,,,,,,,,,,,,
Dinghushan,2025/5/17 09:16,凤头鹰,Accipiter trivirgatus,Crested Goshawk,Others,CRGO,#N/A,,Accipitridae,112.532203,23.180959,314.0,1,,,,,宝鼎园,Summer,,,,,,,,,,,,,,,,,
Dinghushan,2025/5/17 09:19,金头缝叶莺,Phyllergates cucullatus,Mountain Tailorbird,Others,MOTA,#N/A,,Cettiidae,112.532273,23.181271,300.0,1,,,,,宝鼎园,Summer,,,,,,,,,,,,,,,,,
Dinghushan,2025/5/17 09:43,强脚树莺,Horornis fortipes,Brown-flanked Bush Warbler,Others,BRWA,,,Cettiidae,112.533004,23.181573,284.0,2,M,,,,宝鼎园,Summer,M308,,,,,,,,,,,,,,,,
Dinghushan,2025/5/17 09:43,金头缝叶莺,Phyllergates cucullatus,Mountain Tailorbird,Others,MOTA,#N/A,,Cettiidae,112.532971,23.181516,284.0,1,M,,,,宝鼎园,Summer,M308,2,,,m前,,,,,,,,,,,,
Dinghushan,2025/5/17 09:44,红头穗鹛,Cyanoderma ruficeps,Rufous-capped Babbler,Babbler,RUBA,,,Timaliidae,112.533061,23.181484,283.0,1,M,,,,宝鼎园,Summer,M308,3,,,m前,,,,,,,,,,,,
Dinghushan,2025/5/17 09:49,淡眉雀鹛,Alcippe hueti,Huet's Fulvetta,Babbler,HUFU,Yes,,Alcippeidae,112.533025,23.181485,280.0,1,M,,,,宝鼎园,Summer,M308,4,,,m,,,,,,,,,,,,
Dinghushan,2025/5/17 09:49,红胸啄花鸟,Dicaeum ignipectus,Fire-breasted Flowerpecker,Others,FIFL,,,Dicaeidae,112.533068,23.181453,280.0,10,M,,,,宝鼎园,Summer,M308,5,,,m前,,,,,,,,,,,,
Dinghushan,2025/5/17 09:55,叉尾太阳鸟,Aethopyga christinae,Fork-tailed Sunbird,Others,FOSU,,,Nectariniidae,112.533006,23.181484,273.0,3,M,,,,宝鼎园,Summer,M308,6,,,m,,,,,,,,,,,,
Dinghushan,2025/5/17 09:55,红翅凤头鹃,Clamator coromandus,Red-winged Crested Cuckoo,Others,RWCC,#N/A,,Cuculidae,112.533006,23.181484,273.0,1,M,,,,宝鼎园,Summer,M308,7,,,m,,,,,,,,,,,,
Dinghushan,2025/5/17 09:55,红耳鹎,Pycnonotus jocosus,Red-whiskered Bulbul,Others,REBU,,,Pycnonotidae,112.532965,23.181493,273.0,1,M,,,,宝鼎园,Summer,M308,8,,,m不叫,,,,,,,,,,,,
Dinghushan,2025/5/17 09:55,赤红山椒鸟,Pericrocotus speciosus,Scarlet Minivet,Others,SCMI,,,Campephagidae,112.532985,23.181521,272.0,1,M,,,,宝鼎园,Summer,M308,9,,,m,,,,,,,,,,,,
Dinghushan,2025/5/17 10:01,鹪鹩,Troglodytes troglodytes,Eurasian Wren,Others,EUWR,,,Troglodytidae,112.534001,23.182183,264.0,1,,,,,宝鼎园,Summer,,,,,,,,,,,,,,,,,
Dinghushan,2025/5/17 15:47,栗背短脚鹎,Hemixos castanonotus,Chestnut Bulbul,Others,CHBU,,,Pycnonotidae,112.539896,23.172613,223.0,3,,,,,庆云寺,Summer,,,,,,,,,,,,,,,,,
Dinghushan,2025/5/17 15:49,红胸啄花鸟,Dicaeum ignipectus,Fire-breasted Flowerpecker,Others,FIFL,,,Dicaeidae,112.54004,23.172925,222.0,2,,,,,庆云寺,Summer,,,,,,,,,,,,,,,,,
Dinghushan,2025/5/17 15:52,黑眉拟啄木鸟,Psilopogon faber,Chinese Barbet,Others,CHBT,,,Megalaimidae,112.540749,23.17393,401.0,1,,,,,庆云寺,Summer,,,,,,,,,,,,,,,,,
Dinghushan,2025/5/17 15:53,强脚树莺,Horornis fortipes,Brown-flanked Bush Warbler,Others,BRWA,,,Cettiidae,112.540796,23.17442,347.0,1,,,,,庆云寺,Summer,,,,,,,,,,,,,,,,,
Dinghushan,2025/5/17 15:54,大嘴乌鸦,Corvus macrorhynchos,Large-billed Crow,Others,LACR,,,Corvidae,112.540776,23.174414,346.0,1,,,,,庆云寺,Summer,,,,,,,,,,,,,,,,,
Dinghushan,2025/5/17 16:01,暗绿绣眼鸟,Zosterops simplex,Swinhoe's White-eye,Babbler,SHWE,#N/A,,Zosteropidae,112.539643,23.174261,183.0,1,M,,,,庆云寺,Summer,M309,3,,,,,,,,,,,,,,,
Dinghushan,2025/5/17 16:01,淡眉雀鹛,Alcippe hueti,Huet's Fulvetta,Babbler,HUFU,Yes,,Alcippeidae,112.539588,23.17421,184.0,2,M,,,,庆云寺,Summer,M309,2,,,m前,,,,,,,,,,,,
Dinghushan,2025/5/17 16:12,红胸啄花鸟,Dicaeum ignipectus,Fire-breasted Flowerpecker,Others,FIFL,,,Dicaeidae,112.53951,23.174153,253.0,5,M,,,,庆云寺,Summer,M309,1,Y,5171610,m前,309,2,7,7,有,无,Babbler,,,,,
Dinghushan,2025/5/17 16:12,叉尾太阳鸟,Aethopyga christinae,Fork-tailed Sunbird,Others,FOSU,,,Nectariniidae,112.53951,23.174161,248.0,10,M,,,,庆云寺,Summer,M309,4,,,m,,,,,,,,,,,,
Dinghushan,2025/5/17 16:13,红耳鹎,Pycnonotus jocosus,Red-whiskered Bulbul,Others,REBU,,,Pycnonotidae,112.539515,23.174147,248.0,3,M,,,,庆云寺,Summer,M309,6,,,m,,,,,,,,,,,,
Dinghushan,2025/5/17 16:13,赤红山椒鸟,Pericrocotus speciosus,Scarlet Minivet,Others,SCMI,,,Campephagidae,112.539503,23.174141,249.0,4,M,,,,庆云寺,Summer,M309,7,,,m,,,,,,,,,,,,
Dinghushan,2025/5/17 16:14,栗背短脚鹎,Hemixos castanonotus,Chestnut Bulbul,Others,CHBU,,,Pycnonotidae,112.5395,23.174144,250.0,3,M,,,,庆云寺,Summer,M309,8,,,m,,,,,,,,,,,,
Dinghushan,2025/5/17 16:20,棕颈钩嘴鹛,Pomatorhinus ruficollis,Streak-breasted Scimitar Babbler,Babbler,SBSB,,,Timaliidae,112.539506,23.173931,246.0,1,,,,,庆云寺,Summer,,,,,,,,,,,,,,,,,
Dinghushan,2025/5/17 16:27,赤红山椒鸟,Pericrocotus speciosus,Scarlet Minivet,Others,SCMI,,,Campephagidae,112.53722,23.173791,263.0,4,,,,,庆云寺,Summer,,,,,,,,,,,,,,,,,
Dinghushan,2025/5/17 16:28,白腹凤鹛,Erpornis zantholeuca,White-bellied Erpornis,Babbler,WBER,Yes,,Vireonidae,112.537168,23.173818,264.0,1,,,,,庆云寺,Summer,,,,,,,,,,,,,,,,,
Dinghushan,2025/5/17 16:31,红头穗鹛,Cyanoderma ruficeps,Rufous-capped Babbler,Babbler,RUBA,,,Timaliidae,112.536099,23.173353,269.0,1,,,,,庆云寺,Summer,,,,,,,,,,,,,,,,,
Dinghushan,2025/5/17 16:39,淡眉雀鹛,Alcippe hueti,Huet's Fulvetta,Babbler,HUFU,Yes,,Alcippeidae,112.535316,23.17342,275.0,3,M,,,,庆云寺,Summer,M310,1,Y,5171649,m前,310,3,10,9,有,有,Both,,,,,
Dinghushan,2025/5/17 16:47,棕颈钩嘴鹛,Pomatorhinus ruficollis,Streak-breasted Scimitar Babbler,Babbler,SBSB,,,Timaliidae,112.535401,23.173273,285.0,2,M,,,,庆云寺,Summer,M310,2,,,m,,,,,,,,,,,,
Dinghushan,2025/5/17 16:47,黄颊山雀,Machlolophus spilonotus,Yellow-cheeked Tit,Tit,YCTI,,,Paridae,112.535325,23.173351,285.0,3,M,,,,庆云寺,Summer,M310,3,,,m,,,,,,,,,,,,
Dinghushan,2025/5/17 16:47,红胸啄花鸟,Dicaeum ignipectus,Fire-breasted Flowerpecker,Others,FIFL,,,Dicaeidae,112.535305,23.173306,285.0,4,M,,,,庆云寺,Summer,M310,4,,,m,,,,,,,,,,,,
Dinghushan,2025/5/17 16:47,红头穗鹛,Cyanoderma ruficeps,Rufous-capped Babbler,Babbler,RUBA,,,Timaliidae,112.535346,23.1733,284.0,2,M,,,,庆云寺,Summer,M310,5,,,m,,,,,,,,,,,,
Dinghushan,2025/5/17 16:47,绿翅短脚鹎,Ixos mcclellandii,Mountain Bulbul,Others,MOBU,,,Pycnonotidae,112.535367,23.173363,284.0,2,M,,,,庆云寺,Summer,M310,6,,,m,,,,,,,,,,,,
Dinghushan,2025/5/17 16:48,红耳鹎,Pycnonotus jocosus,Red-whiskered Bulbul,Others,REBU,,,Pycnonotidae,112.535366,23.173321,283.0,1,M,,,,庆云寺,Summer,M310,7,,,m,,,,,,,,,,,,
Dinghushan,2025/5/17 16:48,栗背短脚鹎,Hemixos castanonotus,Chestnut Bulbul,Others,CHBU,,,Pycnonotidae,112.535358,23.173298,283.0,2,M,,,,庆云寺,Summer,M310,8,,,m,,,,,,,,,,,,
Dinghushan,2025/5/17 16:48,赤红山椒鸟,Pericrocotus speciosus,Scarlet Minivet,Others,SCMI,,,Campephagidae,112.535383,23.173376,283.0,3,M,,,,庆云寺,Summer,M310,9,,,m,,,,,,,,,,,,
Dinghushan,2025/5/17 16:48,叉尾太阳鸟,Aethopyga christinae,Fork-tailed Sunbird,Others,FOSU,,,Nectariniidae,112.535445,23.173276,282.0,4,M,,,,庆云寺,Summer,M310,10,,,m,,,,,,,,,,,,
Dinghushan,2025/5/17 17:03,黑冠鹃隼,Aviceda leuphotes,Black Baza,Others,BLBA,,,Accipitridae,112.536403,23.173405,285.0,1,,,,,庆云寺,Summer,,,,,,,,,,,,,,,,,
Dinghushan,2025/5/17 17:05,马来棕腹鹰鹃,Hierococcyx fugax,Malaysian Hawk-Cuckoo,Others,MAHA,#N/A,,Cuculidae,112.536715,23.173353,298.0,1,,,,,庆云寺,Summer,,,,,,,,,,,,,,,,,
Dinghushan,2025/5/17 17:06,金头缝叶莺,Phyllergates cucullatus,Mountain Tailorbird,Others,MOTA,#N/A,,Cettiidae,112.536789,23.173518,292.0,1,,,,,庆云寺,Summer,,,,,,,,,,,,,,,,,
Dinghushan,2025/5/17 17:09,棕颈钩嘴鹛,Pomatorhinus ruficollis,Streak-breasted Scimitar Babbler,Babbler,SBSB,,,Timaliidae,112.537078,23.173718,295.0,3,,,,,庆云寺,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/27 07:06,纯色啄花鸟,Dicaeum minullum,Plain Flowerpecker,Others,PLFL,#N/A,,Dicaeidae,108.852366,18.74642,853.0,1,,,,,鸣凤谷,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/27 07:07,白头鹎,Pycnonotus sinensis,Light-vented Bulbul,Others,LVBU,,,Pycnonotidae,108.852314,18.746418,853.0,3,,,,,鸣凤谷,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/27 07:07,赤红山椒鸟,Pericrocotus speciosus,Scarlet Minivet,Others,SCMI,,,Campephagidae,108.852346,18.746426,854.0,1,,,,,鸣凤谷,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/27 07:54,白喉冠鹎,Alophoixus pallidus,Puff-throated Bulbul,Others,PUBU,,,Pycnonotidae,108.849089,18.746958,859.0,3,M,,,,鸣凤谷,Summer,M311,,,,,,,,,,,,,,,,
Jianfengling,2025/5/27 08:03,纯色啄花鸟,Dicaeum minullum,Plain Flowerpecker,Others,PLFL,#N/A,,Dicaeidae,108.848466,18.747623,880.0,2,M,,,,鸣凤谷,Summer,M311,1,Y,5270821,m,311,1,2,2,无,无,None,,,,,
Jianfengling,2025/5/27 08:03,黄冠橙腹叶鹎,Chloropsis hardwickii,Orange-bellied Leafbird,Others,OBLB,,,Chloropseidae,108.848426,18.747623,880.0,2,,,,,鸣凤谷,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/27 08:08,大盘尾,Dicrurus paradiseus,Greater Racket-tailed Drongo,Others,GRTD,Yes,,Dicruridae,108.848169,18.74749,865.0,1,,,,,鸣凤谷,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/27 08:14,白头鹎,Pycnonotus sinensis,Light-vented Bulbul,Others,LVBU,,,Pycnonotidae,108.848182,18.747545,865.0,2,M,,,,鸣凤谷,Summer,M312,1,Y,5270837,m,312,1,3,1,有,无,Babbler,,,,,
Jianfengling,2025/5/27 08:19,叉尾太阳鸟,Aethopyga christinae,Fork-tailed Sunbird,Others,FOSU,,,Nectariniidae,108.848136,18.747523,863.0,3,M,,,,鸣凤谷,Summer,M312,3,,,m,,,,,,,,,,,,
Jianfengling,2025/5/27 08:24,白喉冠鹎,Alophoixus pallidus,Puff-throated Bulbul,Others,PUBU,,,Pycnonotidae,108.847926,18.747364,865.0,4,,,,,鸣凤谷,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/27 08:29,淡眉雀鹛,Alcippe hueti,Huet's Fulvetta,Babbler,HUFU,Yes,,Alcippeidae,108.846739,18.746683,865.0,1,M,,,,鸣凤谷,Summer,M312,2,,,无m,,,,,,,,,,,,
Jianfengling,2025/5/27 08:29,淡眉雀鹛,Alcippe hueti,Huet's Fulvetta,Babbler,HUFU,Yes,,Alcippeidae,108.846739,18.746683,865.0,6,,,,,鸣凤谷,Summer,,,,,无m,,,,,,,,,,,,
Jianfengling,2025/5/27 08:33,红头穗鹛,Cyanoderma ruficeps,Rufous-capped Babbler,Babbler,RUBA,,,Timaliidae,108.846931,18.746493,865.0,1,,,,,鸣凤谷,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/27 08:33,领鸺鹠,Taenioptynx brodiei,Collared Owlet,Others,COOW,#N/A,,Strigidae,108.846798,18.746497,872.0,1,,,,,鸣凤谷,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/27 08:51,黑领噪鹛,Pterorhinus pectoralis,Greater Necklaced Laughingthrush,Babbler,GRNE,Yes,,Leiothrichidae,108.845966,18.744868,889.0,1,,,,,鸣凤谷,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/27 08:56,黄冠啄木鸟,Picus chlorolophus,Lesser Yellownape,Others,LEYE,,,Picidae,108.844864,18.744002,913.0,1,,,,,鸣凤谷,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/27 09:01,赤红山椒鸟,Pericrocotus speciosus,Scarlet Minivet,Others,SCMI,,,Campephagidae,108.844426,18.744081,931.0,4,,,,,鸣凤谷,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/27 09:11,黑卷尾,Dicrurus macrocercus,Black Drongo,Others,BLDR,,,Dicruridae,108.844414,18.744105,919.0,3,,F,,,鸣凤谷,Summer,F99,1,,,f,,,,,,,,,99,3,,None
Jianfengling,2025/5/27 09:18,淡紫䴓,Sitta solangiae,Yellow-billed Nuthatch,Others,YBNT,,,Sittidae,108.84451,18.744136,923.0,4,,F,,,鸣凤谷,Summer,F99,2,,,f,,,,,,,,,,,,
Jianfengling,2025/5/27 09:19,星头啄木鸟,Yungipicus canicapillus,Grey-capped Pygmy Woodpecker,Others,GCPW,,,Picidae,108.844498,18.744111,925.0,2,,F,,,鸣凤谷,Summer,F99,3,,,f,,,,,,,,,,,,
Jianfengling,2025/5/27 09:20,冕雀,Melanochlora sultanea,Sultan Tit,Tit,SUTI,Yes,,Paridae,108.844566,18.74405,924.0,2,,,,,鸣凤谷,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/27 09:21,灰头鸦雀,Paradoxornis gularis,Grey-headed Parrotbill,Babbler,GRPA,,,Paradoxornithidae,108.844609,18.744188,925.0,4,,,,,鸣凤谷,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/27 09:21,白腹凤鹛,Erpornis zantholeuca,White-bellied Erpornis,Babbler,WBER,Yes,,Vireonidae,108.844586,18.744144,925.0,4,,,,,鸣凤谷,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/27 09:29,赤红山椒鸟,Pericrocotus speciosus,Scarlet Minivet,Others,SCMI,,,Campephagidae,108.844573,18.744054,913.0,8,M,,,,鸣凤谷,Summer,M313,1,Y,5270932,m,313,1,3,3,无,无,None,,,,,
Jianfengling,2025/5/27 09:29,白喉冠鹎,Alophoixus pallidus,Puff-throated Bulbul,Others,PUBU,,,Pycnonotidae,108.844574,18.744075,916.0,4,M,,,,鸣凤谷,Summer,M313,2,,,m,,,,,,,,,,,,
Jianfengling,2025/5/27 09:37,塔尾树鹊,Temnurus temnurus,Ratchet-tailed Treepie,Others,RATR,,,Corvidae,108.845293,18.744201,904.0,2,,,,,鸣凤谷,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/27 09:38,大盘尾,Dicrurus paradiseus,Greater Racket-tailed Drongo,Others,GRTD,Yes,,Dicruridae,108.845306,18.744121,909.0,2,M,,,,鸣凤谷,Summer,M313,,,,,,,,,,,,,,,,
Jianfengling,2025/5/27 09:39,黑眉拟啄木鸟,Psilopogon faber,Chinese Barbet,Others,CHBT,,,Megalaimidae,108.8453,18.744021,909.0,1,,,,,鸣凤谷,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/27 09:40,褐顶雀鹛,Schoeniparus brunneus,Dusky Fulvetta,Babbler,DUFU,,,Pellorneidae,108.845371,18.744146,915.0,2,,,,,鸣凤谷,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/27 09:41,斑颈穗鹛,Stachyris strialata,Spot-necked Babbler,Babbler,SPBA,,,Timaliidae,108.84534,18.744156,913.0,2,,,,,鸣凤谷,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/27 09:47,黑喉噪鹛,Pterorhinus chinensis,Black-throated Laughingthrush,Babbler,BTLT,,,Leiothrichidae,108.845868,18.744714,959.0,3,,,,,鸣凤谷,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/27 10:07,小灰山椒鸟,Pericrocotus cantonensis,Swinhoe's Minivet,Others,SWMI,,,Campephagidae,108.847074,18.74716,884.0,3,,,,,鸣凤谷,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/27 10:09,褐顶雀鹛,Schoeniparus brunneus,Dusky Fulvetta,Babbler,DUFU,,,Pellorneidae,108.847076,18.747272,881.0,2,,F,,,鸣凤谷,Summer,F100,1,,,f,,,,,,,,,100,2,,Babbler
Jianfengling,2025/5/27 10:10,淡眉雀鹛,Alcippe hueti,Huet's Fulvetta,Babbler,HUFU,Yes,,Alcippeidae,108.847093,18.747289,880.0,5,,F,,,鸣凤谷,Summer,F100,2,,,f,,,,,,,,,,,,
Jianfengling,2025/5/28 07:46,淡眉雀鹛,Alcippe hueti,Huet's Fulvetta,Babbler,HUFU,Yes,,Alcippeidae,108.855953,18.747296,798.0,3,,,,,三分区,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/28 07:46,棕颈钩嘴鹛,Pomatorhinus ruficollis,Streak-breasted Scimitar Babbler,Babbler,SBSB,,,Timaliidae,108.855986,18.747306,798.0,1,,,,,三分区,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/28 07:49,纯色啄花鸟,Dicaeum minullum,Plain Flowerpecker,Others,PLFL,#N/A,,Dicaeidae,108.85621,18.747852,799.0,3,M,,,,三分区,Summer,M314,1,Y,5280801,前，m,314,1,6,5,有,无,Babbler,,,,,
Jianfengling,2025/5/28 07:58,叉尾太阳鸟,Aethopyga christinae,Fork-tailed Sunbird,Others,FOSU,,,Nectariniidae,108.856376,18.748145,808.0,1,M,,,,三分区,Summer,M314,2,,,m,,,,,,,,,,,,
Jianfengling,2025/5/28 07:58,淡眉雀鹛,Alcippe hueti,Huet's Fulvetta,Babbler,HUFU,Yes,,Alcippeidae,108.856386,18.748155,805.0,2,M,,,,三分区,Summer,M314,3,,,m，,,,,,,,,,,,,
Jianfengling,2025/5/28 07:58,白腹凤鹛,Erpornis zantholeuca,White-bellied Erpornis,Babbler,WBER,Yes,,Vireonidae,108.856409,18.748164,805.0,6,M,,,,三分区,Summer,M314,4,,,m,,,,,,,,,,,,
Jianfengling,2025/5/28 07:58,棕颈钩嘴鹛,Pomatorhinus ruficollis,Streak-breasted Scimitar Babbler,Babbler,SBSB,,,Timaliidae,108.856416,18.748148,804.0,1,M,,,,三分区,Summer,M314,5,,,m,,,,,,,,,,,,
Jianfengling,2025/5/28 08:02,白头鹎,Pycnonotus sinensis,Light-vented Bulbul,Others,LVBU,,,Pycnonotidae,108.856403,18.748031,808.0,2,M,,,,三分区,Summer,M314,6,,,m不叫,,,,,,,,,,,,
Jianfengling,2025/5/28 08:11,褐顶雀鹛,Schoeniparus brunneus,Dusky Fulvetta,Babbler,DUFU,,,Pellorneidae,108.856317,18.749472,809.0,1,,,,,三分区,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/28 08:34,白腹凤鹛,Erpornis zantholeuca,White-bellied Erpornis,Babbler,WBER,Yes,,Vireonidae,108.856444,18.752479,919.0,3,M,,,,三分区,Summer,M315,1,Y,5280838,m前,315,1,3,3,有,无,Babbler,,,,,
Jianfengling,2025/5/28 08:34,纯色啄花鸟,Dicaeum minullum,Plain Flowerpecker,Others,PLFL,#N/A,,Dicaeidae,108.856421,18.752539,918.0,1,M,,,,三分区,Summer,M315,2,,,m,,,,,,,,,,,,
Jianfengling,2025/5/28 08:37,黑眉拟啄木鸟,Psilopogon faber,Chinese Barbet,Others,CHBT,,,Megalaimidae,108.856411,18.752655,895.0,1,M,,,,三分区,Summer,M315,3,,,m,,,,,,,,,,,,
Jianfengling,2025/5/28 09:05,淡眉雀鹛,Alcippe hueti,Huet's Fulvetta,Babbler,HUFU,Yes,,Alcippeidae,108.857599,18.753156,886.0,3,,,,,三分区,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/28 09:19,领鸺鹠,Taenioptynx brodiei,Collared Owlet,Others,COOW,#N/A,,Strigidae,108.8587,18.753213,849.0,1,,,,,三分区,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/28 09:21,叉尾太阳鸟,Aethopyga christinae,Fork-tailed Sunbird,Others,FOSU,,,Nectariniidae,108.858576,18.753114,864.0,1,,,,,三分区,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/28 09:21,纯色啄花鸟,Dicaeum minullum,Plain Flowerpecker,Others,PLFL,#N/A,,Dicaeidae,108.858628,18.752979,865.0,3,M,,,,三分区,Summer,M316,1,Y,5280926,m,316,0,2,2,有,无,Babbler,,,,,
Jianfengling,2025/5/28 09:23,淡眉雀鹛,Alcippe hueti,Huet's Fulvetta,Babbler,HUFU,Yes,,Alcippeidae,108.858644,18.753018,869.0,2,M,,,,三分区,Summer,M316,2,,,m,,,,,,,,,,,,
Jianfengling,2025/5/28 09:30,白喉冠鹎,Alophoixus pallidus,Puff-throated Bulbul,Others,PUBU,,,Pycnonotidae,108.858168,18.752895,941.0,1,,,,,三分区,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/28 09:37,大盘尾,Dicrurus paradiseus,Greater Racket-tailed Drongo,Others,GRTD,Yes,,Dicruridae,108.858138,18.752841,964.0,1,M,,,,三分区,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/28 09:40,淡眉雀鹛,Alcippe hueti,Huet's Fulvetta,Babbler,HUFU,Yes,,Alcippeidae,108.857766,18.753083,893.0,3,M,,,,三分区,Summer,M317,1,Y,5280947,m前m,317,1,6,5,有,无,Babbler,,,,,
Jianfengling,2025/5/28 09:40,黑眉拟啄木鸟,Psilopogon faber,Chinese Barbet,Others,CHBT,,,Megalaimidae,108.857639,18.753078,893.0,1,M,,,,三分区,Summer,M317,2,,,m,,,,,,,,,,,,
Jianfengling,2025/5/28 09:40,赤红山椒鸟,Pericrocotus speciosus,Scarlet Minivet,Others,SCMI,,,Campephagidae,108.857639,18.753078,893.0,1,M,,,,三分区,Summer,M317,3,,,m,,,,,,,,,,,,
Jianfengling,2025/5/28 09:41,白腹凤鹛,Erpornis zantholeuca,White-bellied Erpornis,Babbler,WBER,Yes,,Vireonidae,108.857743,18.753121,893.0,3,M,,,,三分区,Summer,M317,4,,,m,,,,,,,,,,,,
Jianfengling,2025/5/28 09:42,黑喉噪鹛,Pterorhinus chinensis,Black-throated Laughingthrush,Babbler,BTLT,,,Leiothrichidae,108.857594,18.753093,892.0,1,M,,,,三分区,Summer,M317,5,,,m不叫,,,,,,,,,,,,
Jianfengling,2025/5/28 09:48,白冠燕尾,Enicurus leschenaulti,White-crowned Forktail,Others,WCFT,#N/A,,Muscicapidae,108.857616,18.753256,898.0,1,,,,,三分区,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/28 09:49,红翅鵙鹛,Pteruthius aeralatus,Blyth's Shrike-babbler,Babbler,BLSH,,,Vireonidae,108.857013,18.753173,897.0,3,,,,,三分区,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/28 10:30,黄腹山鹪莺,Prinia flaviventris,Yellow-bellied Prinia,Others,YBPA,,,Cisticolidae,108.850934,18.747481,842.0,1,,,,,三分区,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/29 07:34,白喉冠鹎,Alophoixus pallidus,Puff-throated Bulbul,Others,PUBU,,,Pycnonotidae,108.850454,18.746418,846.0,3,,,,,鸣凤谷下路,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/29 07:40,蛇雕,Spilornis cheela,Crested Serpent Eagle,Others,CRSE,#N/A,,Accipitridae,108.852403,18.745638,801.0,1,,,,,鸣凤谷下路,Summer,,,,,,,,,,,,,,,,,
Jianfengling,2025/5/29 07:40,斑颈穗鹛,Stachyris strialata,Spot-necked Babbler,Babbler,SPBA,,,Timaliidae,108.852397,18.745691,802.0,3,M,,,,鸣凤谷下路,Summer,M318,1,Y,5290752,m前，有,318,1,4,4,有,无,Babbler,,,,,
Jianfengling,2025/5/29 07:45,栗背短脚鹎,Hemixos castanonotus,Chestnut Bulbul,Others,CHBU,,,Pycnonotidae,108.852554,18.745456,803.0,1,M,,,,鸣凤谷下路,Summer,M318,2,,,m,,,,,,,,,,,,
Jianfengling,2025/5/29 07:55,褐顶雀鹛,Schoeniparus brunneus,Dusky Fulvetta,Babbler,DUFU,,,Pellorneidae,108.852593,18.744725,807.0,1,M,,,,鸣凤谷下路,Summer,M318,3,,,m,,,,,,,,,,,,
Jianfengling,2025/5/29 08:08,栗背短脚鹎,Hemixos castanonotus,Chestnut Bulbul,Others,CHBU,,,Pycnonotidae,108.851943,18.743113,846.0,3,M,,,,鸣凤谷下路,Summer,M319,1,Y,5290815,m前有m,319,1,5,5,有,无,Babbler,,,,,
Jianfengling,2025/5/29 08:10,纯色啄花鸟,Dicaeum minullum,Plain Flowerpecker,Others,PLFL,#N/A,,Dicaeidae,108.852169,18.742886,845.0,2,M,,,,鸣凤谷下路,Summer,M318,2,,,m,,,,,,,,,,,,
Jianfengling,2025/5/29 08:10,纯色啄花鸟,Dicaeum minullum,Plain Flowerpecker,Others,PLFL,#N/A,,Dicaeidae,108.852169,18.742886,845.0,2,M,,,,鸣凤谷下路,Summer,M319,2,,,m,,,,,,,,,,,,
